Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,Detected City,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
196703,,23/07/2020,,,,Bharatpur,Rajasthan,RJ,15,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196704,,23/07/2020,,,,Bikaner,Rajasthan,RJ,63,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196705,,23/07/2020,,,,Dausa,Rajasthan,RJ,1,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196706,,23/07/2020,,,,Ganganagar,Rajasthan,RJ,2,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196707,,23/07/2020,,,,Hanumangarh,Rajasthan,RJ,4,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196708,,23/07/2020,,,,Jhunjhunu,Rajasthan,RJ,14,Recovered,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196709,,23/07/2020,,,,Jalore,Rajasthan,RJ,1,Deceased,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196710,,23/07/2020,,,,Jodhpur,Rajasthan,RJ,1,Deceased,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196711,,23/07/2020,,,,Nagaur,Rajasthan,RJ,1,Deceased,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196712,,23/07/2020,,,,Pali,Rajasthan,RJ,2,Deceased,,,https://twitter.com/DDNewsRajasthan/status/1286168726920810496,,,,,,
196713,,23/07/2020,41,M,,Ganjam,Odisha,OR,1,Deceased,,Was also suffering from Hypertension.,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196714,,23/07/2020,86,F,,Khordha,Odisha,OR,1,Deceased,,Was also suffering from Diabetes and Hypertension.,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196715,,23/07/2020,63,M,,Ganjam,Odisha,OR,1,Deceased,,Was also suffering from Hypertension.,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196716,,23/07/2020,51,F,,Ganjam,Odisha,OR,1,Deceased,,Was also suffering from Diabetes and Diabetic Ketoacidosis.,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196717,,23/07/2020,69,M,,Ganjam,Odisha,OR,1,Deceased,,,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196718,,19/07/2020,,,,,State Unassigned,UN,150,Hospitalized,,,https://www.mohfw.gov.in/,,,,,,
196719,,19/07/2020,,,,Unassigned,State Unassigned,UN,-150,Hospitalized,,,https://www.mohfw.gov.in/,,,,,,
196720,,23/07/2020,57,M,,Ganjam,Odisha,OR,1,Deceased,,Was also suffering from Diabetes and Hypertension.,https://twitter.com/HFWOdisha/status/1286179767297798144,,,,,,
196721,,10/03/2020,,,,Ernakulam,Kerala,KL,-1,Hospitalized,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/07/Bulletin-HFWD-English-July-22.pdf,,,,,,
196722,,10/03/2020,,,,Ernakulam,Kerala,KL,-1,Hospitalized,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/07/Bulletin-HFWD-English-July-22.pdf,,,,,,
196723,,10/03/2020,,,,Kannur,Kerala,KL,1,Hospitalized,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/07/Bulletin-HFWD-English-July-22.pdf,,,,,,
196724,,10/03/2020,,,,Kannur,Kerala,KL,1,Hospitalized,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/07/Bulletin-HFWD-English-July-22.pdf,,,,,,
196725,,23/07/2020,,,,Puducherry,Puducherry,PY,119,Hospitalized,,,https://t.me/indiacovid/11185,,,,,,
196726,,23/07/2020,,,,Karaikal,Puducherry,PY,3,Hospitalized,,,https://t.me/indiacovid/11185,,,,,,
196727,,23/07/2020,,,,Yanam,Puducherry,PY,1,Hospitalized,,,https://t.me/indiacovid/11185,,,,,,
196728,,23/07/2020,,,,Puducherry,Puducherry,PY,17,Recovered,,,https://t.me/indiacovid/11185,,,,,,
196729,,23/07/2020,,,,Karaikal,Puducherry,PY,4,Recovered,,,https://t.me/indiacovid/11185,,,,,,
196730,,23/07/2020,,,,Yanam,Puducherry,PY,10,Recovered,,,https://t.me/indiacovid/11185,,,,,,
196731,,23/07/2020,,,,Puducherry,Puducherry,PY,3,Deceased,,"2 in IGMC,1 in GH,Pdy",https://t.me/indiacovid/11185,,,,,,
196732,,23/07/2020,,,,Puducherry,Puducherry,PY,-3,Hospitalized,,Transferred to TN,https://t.me/indiacovid/11185,,,,,,
196733,,21/05/2020,,,,Malappuram,Kerala,KL,-2,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-21-2.pdf,,,,,,
196734,,21/05/2020,,,,Wayanad,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-21-2.pdf,,,,,,
196735,,21/05/2020,,,,Ernakulam,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-21-2.pdf,,,,,,
196736,,23/07/2020,,,,Puducherry,Puducherry,PY,1,Hospitalized,,Positive after death,https://t.me/indiacovid/11172,,,,,,
196737,,26/05/2020,,,,Palakkad,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,,,,,,
196738,,26/05/2020,,,,Kozhikode,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,,,,,,
196739,,26/05/2020,,,,Ernakulam,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,,,,,,
196740,,26/05/2020,,,,Malappuram,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,,,,,,
196741,,23/07/2020,,,,Diu,Dadra and Nagar Haveli and Daman and Diu,DN,2,Hospitalized,,They were deployed on checkpost,https://twitter.com/rai_saloni/status/1286190375174991872,,,,,,
196742,,23/07/2020,,,,Diu,Dadra and Nagar Haveli and Daman and Diu,DN,1,Hospitalized,,Was deployed in Govt Hospital,https://twitter.com/rai_saloni/status/1286190375174991872,,,,,,
196743,,23/07/2020,,,Goghla,Diu,Dadra and Nagar Haveli and Daman and Diu,DN,1,Hospitalized,,,https://twitter.com/rai_saloni/status/1286190375174991872,,,,,,
196744,,23/07/2020,,,,Bokaro,Jharkhand,JH,1,Hospitalized,,,https://twitter.com/ANI/status/1286165942704037890,,,,,,
196745,,23/07/2020,,,,Dhanbad,Jharkhand,JH,7,Hospitalized,,,https://twitter.com/ANI/status/1286165942704037890,,,,,,
196746,,23/07/2020,,,,East Singhbhum,Jharkhand,JH,71,Hospitalized,,,https://twitter.com/ANI/status/1286165942704037890,,,,,,
196747,,23/07/2020,,,,Dhanbad,Jharkhand,JH,1,Deceased,,,https://twitter.com/nhm_hp/status/1286194705944829955,,,,,,
196748,,23/07/2020,,,,Chamba,Himachal Pradesh,HP,2,Hospitalized,,,https://twitter.com/nhm_hp/status/1286194705944829955,,,,,,
196749,,23/07/2020,,,,Sirmaur,Himachal Pradesh,HP,42,Hospitalized,,,https://twitter.com/nhm_hp/status/1286194705944829955,,,,,,
196750,,23/07/2020,,,,Sirmaur,Himachal Pradesh,HP,7,Recovered,,,https://twitter.com/nhm_hp/status/1286194705944829955,,,,,,
196754,,23/07/2020,,,,Kohima,Nagaland,NL,61,Hospitalized,,,https://twitter.com/pangnyu/status/1286198270914633728,,,,,,
196755,,23/07/2020,,,,Dimapur,Nagaland,NL,26,Hospitalized,,,https://twitter.com/pangnyu/status/1286198270914633728,,,,,,
196756,,23/07/2020,,,,Peren,Nagaland,NL,2,Hospitalized,,,https://twitter.com/pangnyu/status/1286198270914633728,,,,,,
196757,,23/07/2020,,,,Phek,Nagaland,NL,1,Hospitalized,,,https://twitter.com/pangnyu/status/1286198270914633728,,,,,,
196758,,23/07/2020,,,,East Khasi Hills,Meghalaya,ML,13,Hospitalized,,,https://t.me/indiacovid/11173,,,,,,
196759,,23/07/2020,,,,West Garo Hills,Meghalaya,ML,3,Hospitalized,,,https://t.me/indiacovid/11173,,,,,,
196760,,23/07/2020,,,,South West Garo Hills,Meghalaya,ML,3,Hospitalized,,,https://t.me/indiacovid/11173,,,,,,
196761,,23/07/2020,,,,,Meghalaya,ML,1,Recovered,,,https://t.me/indiacovid/11173,,,,,,
196762,,23/07/2020,,,,,Meghalaya,ML,1,Hospitalized,,,https://t.me/indiacovid/11173,,,,,,
196763,,27/06/2020,,,,Palakkad,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196764,,27/06/2020,,,,Thiruvananthapuram,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196765,,27/06/2020,,,,Ernakulam,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196766,,27/06/2020,,,,Kollam,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196767,,27/06/2020,,,,Alappuzha,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196768,,27/06/2020,,,,Thrissur,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196769,,27/06/2020,,,,Kannur,Kerala,KL,2,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/06/Bulletin-HFWD-English-June-27.pdf,,,,,,
196770,,04/05/2020,,,,Kasaragod,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-04.pdf,,,,,,
196771,,04/05/2020,,,,Idukki,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-04.pdf,,,,,,
196772,,04/05/2020,,,,Kozhikode,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-04.pdf,,,,,,
196773,,04/05/2020,,,,Palakkad,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-04.pdf,,,,,,
196774,,28/05/2020,,,,Malappuram,Kerala,KL,-1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-28.pdf,,,,,,
196775,,28/05/2020,,,,Kozhikode,Kerala,KL,1,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-28.pdf,,,,,,
196776,,29/05/2020,,,,Kannur,Kerala,KL,2,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-29.pdf,,,,,,
196777,,29/05/2020,,,,Kozhikode,Kerala,KL,-2,Recovered,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-29.pdf,,,,,,
196778,,23/07/2020,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,13,Hospitalized,,,https://twitter.com/CharmieParekh/status/1286255634363686916,,,,,,
196779,,23/07/2020,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,10,Recovered,,,https://twitter.com/CharmieParekh/status/1286255634363686916,,,,,,
196780,,23/07/2020,73,F,R/o.Mauli Jagran,Chandigarh,Chandigarh,CH,1,Hospitalized,,She has 3 family members out of which 2 have been sampled.,https://t.me/indiacovid/11178,,,,,,
196781,,23/07/2020,21,M,R/o.Sec.40,Chandigarh,Chandigarh,CH,1,Hospitalized,,He has 4 family members,https://t.me/indiacovid/11178,,,,,,
196782,,23/07/2020,12,F,R/o.Ramdarbar,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of ramdarbar in the same house,https://t.me/indiacovid/11178,,,,,,
196783,,23/07/2020,14,F,R/o.Ramdarbar,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of ramdarbar in the same house,https://t.me/indiacovid/11178,,,,,,
196784,,23/07/2020,51,M,R/o.Ramdarbar,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of ramdarbar in the same house,https://t.me/indiacovid/11178,,,,,,
196785,,23/07/2020,43,M,R/o.Sec.32,Chandigarh,Chandigarh,CH,1,Hospitalized,,He is working in punjab.He has 7 family members and a maid.All have been sampled,https://t.me/indiacovid/11178,,,,,,
196786,,23/07/2020,22,M,R/o.Bapudham Colony Sec.26,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of Bapudham Colony Sec.26,https://t.me/indiacovid/11178,,,,,,
196787,,23/07/2020,23,F,R/o.Bapudham Colony Sec.26,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of Bapudham Colony Sec.26,https://t.me/indiacovid/11178,,,,,,
196788,,23/07/2020,80,F,R/o.Bapudham Colony Sec.26,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of Bapudham Colony Sec.26,https://t.me/indiacovid/11178,,,,,,
196789,,23/07/2020,52,M,R/o.Bapudham Colony Sec.26,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of Bapudham Colony Sec.26,https://t.me/indiacovid/11178,,,,,,
196790,,23/07/2020,62,M,R/o.Bapudham Colony Sec.26,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family members of previously positive case of Bapudham Colony Sec.26,https://t.me/indiacovid/11178,,,,,,
196791,,23/07/2020,63,F,R/o.Sec.61,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family member of previously positive case of Sec.61,https://t.me/indiacovid/11178,,,,,,
196792,,23/07/2020,23,F,R/o.Manimajra,Chandigarh,Chandigarh,CH,1,Hospitalized,,He has 3 family members.All have been sampled.,https://t.me/indiacovid/11178,,,,,,
196793,,23/07/2020,28,M,R/o.Dhanas,Chandigarh,Chandigarh,CH,1,Hospitalized,,He has 4 family members.All of them are asymptomatic,https://t.me/indiacovid/11178,,,,,,
196794,,23/07/2020,40,M,R/o.Sec.42,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family contact of previously positive case of Haryana.,https://t.me/indiacovid/11178,,,,,,
196795,,23/07/2020,35,F,R/o.Sec.32,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family member of previously positive case of Sector-32.,https://t.me/indiacovid/11178,,,,,,
196796,,23/07/2020,5,M,R/o.Sec.32,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family member of previously positive case of Sector-32.,https://t.me/indiacovid/11178,,,,,,
196797,,23/07/2020,41,F,R/o.Sec.21,Chandigarh,Chandigarh,CH,1,Hospitalized,,Family contacts of previously positive case of Sector-21 in the same house.,https://t.me/indiacovid/11178,,,,,,
196798,,23/07/2020,30,M,R/o.Manimajra,Chandigarh,Chandigarh,CH,1,Hospitalized,,Work place contact of previously positive case of Panchkula.He is one roommate contact.,https://t.me/indiacovid/11178,,,,,,
196799,,23/07/2020,50,M,R/o.Sec.38,Chandigarh,Chandigarh,CH,1,Hospitalized,,Workplace contact of previously positive case of Mohali.He has 3 family members and 3 family contacts.,https://t.me/indiacovid/11178,,,,,,
196800,,23/07/2020,47,M,R/o.Sec.49,Chandigarh,Chandigarh,CH,1,Recovered,,Discharged from GMSH-16,https://t.me/indiacovid/11178,,,,,,
196801,,23/07/2020,26,F,R/o.Sec.52,Chandigarh,Chandigarh,CH,1,Recovered,,Discharged from Sood Dharmashala,https://t.me/indiacovid/11178,,,,,,
196802,,23/07/2020,47,M,R/o.Sec.44,Chandigarh,Chandigarh,CH,1,Recovered,,Discharged from PGIMER,https://t.me/indiacovid/11178,,,,,,
196803,,23/07/2020,37,M,R/o.Sec.21,Chandigarh,Chandigarh,CH,1,Recovered,,Discharged from Home Isolation,https://t.me/indiacovid/11178,,,,,,
196804,,23/07/2020,47,M,R/o.Sec.37,Chandigarh,Chandigarh,CH,1,Recovered,,Discharged from Sood Dharmashala,https://t.me/indiacovid/11178,,,,,,
196805,,23/07/2020,,,,Lunglei,Mizoram,MZ,4,Recovered,,,https://twitter.com/dipr_mizoram/status/1286272516554551302,https://twitter.com/dipr_mizoram/status/1286272516554551302,,,,,
196806,,23/07/2020,,,,Araria,Bihar,BR,14,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196807,,23/07/2020,,,,Arwal,Bihar,BR,20,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196808,,23/07/2020,,,,Aurangabad,Bihar,BR,4,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196809,,23/07/2020,,,,Banka,Bihar,BR,17,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196810,,23/07/2020,,,,Begusarai,Bihar,BR,29,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196811,,23/07/2020,,,,Bhagalpur,Bihar,BR,83,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196812,,23/07/2020,,,,Bhojpur,Bihar,BR,30,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196813,,23/07/2020,,,,Buxar,Bihar,BR,62,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196814,,23/07/2020,,,,Darbhanga,Bihar,BR,22,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196815,,23/07/2020,,,,Gaya,Bihar,BR,119,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196816,,23/07/2020,,,,Gopalganj,Bihar,BR,13,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196817,,23/07/2020,,,,Jamui,Bihar,BR,58,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196818,,23/07/2020,,,,Katihar,Bihar,BR,1,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196819,,23/07/2020,,,,Jehanabad,Bihar,BR,75,Hospitalized,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196820,,23/07/2020,,,,Arwal,Bihar,BR,24,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196821,,23/07/2020,,,,Aurangabad,Bihar,BR,7,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196822,,23/07/2020,,,,Banka,Bihar,BR,2,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196823,,23/07/2020,,,,Begusarai,Bihar,BR,1,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196824,,23/07/2020,,,,Bhagalpur,Bihar,BR,70,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196825,,23/07/2020,,,,Bhojpur,Bihar,BR,4,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196826,,23/07/2020,,,,Buxar,Bihar,BR,8,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196827,,23/07/2020,,,,Darbhanga,Bihar,BR,2,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196828,,23/07/2020,,,,Gaya,Bihar,BR,48,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196829,,23/07/2020,,,,Gopalganj,Bihar,BR,27,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196830,,23/07/2020,,,,Jamui,Bihar,BR,33,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196831,,23/07/2020,,,,Katihar,Bihar,BR,4,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
196832,,23/07/2020,,,,Jehanabad,Bihar,BR,10,Recovered,,,https://twitter.com/PIB_Patna/status/1286267506588446722,,,,,,
